date,Россия,Великобритания,США,Германия,Индия,Южная Корея,Бразилия
2024-11-24,4136.857142857143,202.71428571428572,0.0,0.7142857142857143,6.857142857142857,0.0,0.0
2024-11-25,4448.285714285715,201.0,0.0,0.8571428571428571,4.142857142857143,0.0,0.0
2024-11-26,4448.285714285715,201.0,0.0,0.8571428571428571,4.142857142857143,0.0,0.0
2024-11-27,4448.285714285715,201.0,0.0,0.8571428571428571,4.142857142857143,0.0,0.0
2024-11-28,4448.285714285715,201.0,0.0,0.8571428571428571,4.142857142857143,0.0,0.0
2024-11-29,4448.285714285715,201.0,0.0,0.8571428571428571,4.142857142857143,0.0,0.0
2024-11-30,4448.285714285715,201.0,0.0,0.8571428571428571,4.142857142857143,0.0,0.0
2024-12-01,4448.285714285715,201.0,0.0,0.8571428571428571,4.142857142857143,0.0,0.0
2024-12-02,4826.0,203.0,0.0,1.5714285714285714,5.142857142857143,0.0,0.0
2024-12-03,4826.0,203.0,0.0,1.5714285714285714,5.142857142857143,0.0,0.0
2024-12-04,4826.0,203.0,0.0,1.5714285714285714,5.142857142857143,0.0,0.0
2024-12-05,4826.0,203.0,0.0,1.5714285714285714,5.142857142857143,0.0,0.0
2024-12-06,4826.0,203.0,0.0,1.5714285714285714,5.142857142857143,0.0,0.0
2024-12-07,4826.0,203.0,0.0,1.5714285714285714,5.142857142857143,0.0,0.0
2024-12-08,4826.0,203.0,0.0,1.5714285714285714,5.142857142857143,0.0,0.0
2024-12-09,4744.428571428572,199.57142857142858,0.0,0.8571428571428571,1.5714285714285714,0.0,0.0
2024-12-10,4744.428571428572,199.57142857142858,0.0,0.8571428571428571,1.5714285714285714,0.0,0.0
2024-12-11,4744.428571428572,199.57142857142858,0.0,0.8571428571428571,1.5714285714285714,0.0,0.0
2024-12-12,4744.428571428572,199.57142857142858,0.0,0.8571428571428571,1.5714285714285714,0.0,0.0
2024-12-13,4744.428571428572,199.57142857142858,0.0,0.8571428571428571,1.5714285714285714,0.0,0.0
2024-12-14,4744.428571428572,199.57142857142858,0.0,0.8571428571428571,1.5714285714285714,0.0,0.0
2024-12-15,4744.428571428572,199.57142857142858,0.0,0.8571428571428571,1.5714285714285714,0.0,0.0
2024-12-16,3973.285714285714,215.28571428571428,0.0,0.5714285714285714,2.4285714285714284,0.0,0.0
2024-12-17,3973.285714285714,215.28571428571428,0.0,0.5714285714285714,2.4285714285714284,0.0,0.0
2024-12-18,3973.285714285714,215.28571428571428,0.0,0.5714285714285714,2.4285714285714284,0.0,0.0
2024-12-19,3973.285714285714,215.28571428571428,0.0,0.5714285714285714,2.4285714285714284,0.0,0.0
2024-12-20,3973.285714285714,215.28571428571428,0.0,0.5714285714285714,2.4285714285714284,0.0,0.0
2024-12-21,3973.285714285714,215.28571428571428,0.0,0.5714285714285714,2.4285714285714284,0.0,0.0
2024-12-22,3973.285714285714,215.28571428571428,0.0,0.5714285714285714,2.4285714285714284,0.0,0.0
2024-12-23,3213.714285714286,171.14285714285714,0.0,0.2857142857142857,0.0,0.0,0.0
2024-12-24,3213.714285714286,171.14285714285714,0.0,0.2857142857142857,0.0,0.0,0.0
2024-12-25,3213.714285714286,171.14285714285714,0.0,0.2857142857142857,0.0,0.0,0.0
2024-12-26,3213.714285714286,171.14285714285714,0.0,0.2857142857142857,0.0,0.0,0.0
2024-12-27,3213.714285714286,171.14285714285714,0.0,0.2857142857142857,0.0,0.0,0.0
2024-12-28,3213.714285714286,171.14285714285714,0.0,0.2857142857142857,0.0,0.0,0.0
2024-12-29,3213.714285714286,171.14285714285714,0.0,0.2857142857142857,0.0,0.0,0.0
2024-12-30,1431.5714285714287,173.57142857142858,0.0,0.42857142857142855,3.4285714285714284,0.0,0.0
2024-12-31,1431.5714285714287,173.57142857142858,0.0,0.42857142857142855,3.4285714285714284,0.0,2140.5714285714284
2025-01-01,1431.5714285714287,173.57142857142858,0.0,0.42857142857142855,3.4285714285714284,0.0,2140.5714285714284
2025-01-02,1431.5714285714287,173.57142857142858,0.0,0.42857142857142855,3.4285714285714284,0.0,2140.5714285714284
2025-01-03,1431.5714285714287,173.57142857142858,0.0,0.42857142857142855,3.4285714285714284,0.0,2140.5714285714284
2025-01-04,1431.5714285714287,173.57142857142858,0.0,0.42857142857142855,3.4285714285714284,0.0,2140.5714285714284
2025-01-05,1431.5714285714287,173.57142857142858,0.0,0.42857142857142855,3.4285714285714284,0.0,2140.5714285714284
2025-01-06,1345.857142857143,149.42857142857142,0.0,0.2857142857142857,0.8571428571428571,0.0,2140.5714285714284
2025-01-07,1345.857142857143,149.42857142857142,0.0,0.2857142857142857,0.8571428571428571,0.0,3042.1428571428573
2025-01-08,1345.857142857143,149.42857142857142,0.0,0.2857142857142857,0.8571428571428571,0.0,3042.1428571428573
2025-01-09,1345.857142857143,149.42857142857142,0.0,0.2857142857142857,0.8571428571428571,0.0,3042.1428571428573
2025-01-10,1345.857142857143,149.42857142857142,0.0,0.2857142857142857,0.8571428571428571,0.0,3042.1428571428573
2025-01-11,1345.857142857143,149.42857142857142,0.0,0.2857142857142857,0.8571428571428571,0.0,3042.1428571428573
2025-01-12,1345.857142857143,149.42857142857142,0.0,0.2857142857142857,0.8571428571428571,0.0,3042.1428571428573
2025-01-13,1432.142857142857,141.85714285714286,0.0,0.2857142857142857,1.0,0.0,3042.1428571428573
2025-01-14,1432.142857142857,141.85714285714286,0.0,0.2857142857142857,1.0,0.0,2755.5714285714284
2025-01-15,1432.142857142857,141.85714285714286,0.0,0.2857142857142857,1.0,0.0,2755.5714285714284
2025-01-16,1432.142857142857,141.85714285714286,0.0,0.2857142857142857,1.0,0.0,2755.5714285714284
2025-01-17,1432.142857142857,141.85714285714286,0.0,0.2857142857142857,1.0,0.0,2755.5714285714284
2025-01-18,1432.142857142857,141.85714285714286,0.0,0.2857142857142857,1.0,0.0,2755.5714285714284
2025-01-19,1432.142857142857,141.85714285714286,0.0,0.2857142857142857,1.0,0.0,2755.5714285714284
2025-01-20,1200.142857142857,137.14285714285714,0.0,0.5714285714285714,1.8571428571428572,0.0,2755.5714285714284
2025-01-21,1200.142857142857,137.14285714285714,0.0,0.5714285714285714,1.8571428571428572,0.0,2739.5714285714284
2025-01-22,1200.142857142857,137.14285714285714,0.0,0.5714285714285714,1.8571428571428572,0.0,2739.5714285714284
2025-01-23,1200.142857142857,137.14285714285714,0.0,0.5714285714285714,1.8571428571428572,0.0,2739.5714285714284
2025-01-24,1200.142857142857,137.14285714285714,0.0,0.5714285714285714,1.8571428571428572,0.0,2739.5714285714284
2025-01-25,1200.142857142857,137.14285714285714,0.0,0.5714285714285714,1.8571428571428572,0.0,2739.5714285714284
2025-01-26,1200.142857142857,137.14285714285714,0.0,0.5714285714285714,1.8571428571428572,0.0,2739.5714285714284
2025-01-27,1140.7142857142858,139.28571428571428,0.0,0.0,0.42857142857142855,0.0,2739.5714285714284
2025-01-28,1140.7142857142858,139.28571428571428,0.0,0.0,0.42857142857142855,0.0,2593.0
2025-01-29,1140.7142857142858,139.28571428571428,0.0,0.0,0.42857142857142855,0.0,2593.0
2025-01-30,1140.7142857142858,139.28571428571428,0.0,0.0,0.42857142857142855,0.0,2593.0
2025-01-31,1140.7142857142858,139.28571428571428,0.0,0.0,0.42857142857142855,0.0,2593.0
2025-02-01,1140.7142857142858,139.28571428571428,0.0,0.0,0.42857142857142855,0.0,2593.0
2025-02-02,1140.7142857142858,139.28571428571428,0.0,0.0,0.42857142857142855,0.0,2593.0
2025-02-03,1045.2857142857142,134.71428571428572,0.0,0.14285714285714285,0.7142857142857143,0.0,2593.0
2025-02-04,1045.2857142857142,134.71428571428572,0.0,0.14285714285714285,0.7142857142857143,0.0,2931.714285714286
2025-02-05,1045.2857142857142,134.71428571428572,0.0,0.14285714285714285,0.7142857142857143,0.0,2931.714285714286
2025-02-06,1045.2857142857142,134.71428571428572,0.0,0.14285714285714285,0.7142857142857143,0.0,2931.714285714286
2025-02-07,1045.2857142857142,134.71428571428572,0.0,0.14285714285714285,0.7142857142857143,0.0,2931.714285714286
2025-02-08,1045.2857142857142,134.71428571428572,0.0,0.14285714285714285,0.7142857142857143,0.0,2931.714285714286
2025-02-09,1045.2857142857142,134.71428571428572,0.0,0.14285714285714285,0.7142857142857143,0.0,2931.714285714286
2025-02-10,950.2857142857143,141.14285714285714,0.0,0.14285714285714285,0.0,0.0,2931.714285714286
2025-02-11,950.2857142857143,141.14285714285714,0.0,0.14285714285714285,0.0,0.0,3782.714285714286
2025-02-12,950.2857142857143,141.14285714285714,0.0,0.14285714285714285,0.0,0.0,3782.714285714286
2025-02-13,950.2857142857143,141.14285714285714,0.0,0.14285714285714285,0.0,0.0,3782.714285714286
2025-02-14,950.2857142857143,141.14285714285714,0.0,0.14285714285714285,0.0,0.0,3782.714285714286
2025-02-15,950.2857142857143,141.14285714285714,0.0,0.14285714285714285,0.0,0.0,3782.714285714286
2025-02-16,950.2857142857143,141.14285714285714,0.0,0.14285714285714285,0.0,0.0,3782.714285714286
2025-02-17,857.2857142857143,160.85714285714286,0.0,0.0,1.0,0.0,3782.714285714286
2025-02-18,857.2857142857143,160.85714285714286,0.0,0.0,1.0,0.0,3588.1428571428573
2025-02-19,857.2857142857143,160.85714285714286,0.0,0.0,1.0,0.0,3588.1428571428573
2025-02-20,857.2857142857143,160.85714285714286,0.0,0.0,1.0,0.0,3588.1428571428573
2025-02-21,857.2857142857143,160.85714285714286,0.0,0.0,1.0,0.0,3588.1428571428573
2025-02-22,857.2857142857143,160.85714285714286,0.0,0.0,1.0,0.0,3588.1428571428573
2025-02-23,857.2857142857143,160.85714285714286,0.0,0.0,1.0,0.0,3588.1428571428573
2025-02-24,758.5714285714286,143.71428571428572,0.0,0.42857142857142855,0.0,0.0,3588.1428571428573
